Loja,Item,Tamanho,Quantidade,Valor
Loja 6,Macacão,M,3,39.25
Loja 8,Macacão,EGG,1,85.49
Loja 7,Blazer,P,3,36.7
Loja 1,Shorts Academia,GG,3,63.0
Loja 7,Moletom,G,3,97.37
Loja 5,Pijama,M,6,26.84
Loja 2,Vestido,GG,10,90.78
Loja 1,Bermuda,PP,2,46.16
Loja 2,Shorts Academia,G,1,68.57
Loja 6,Top,GG,10,36.64
Loja 2,Legging,G,2,12.57
Loja 2,Legging,PP,2,86.98
Loja 3,Blazer,GG,6,40.42
Loja 6,Camiseta,GG,2,29.79
Loja 1,Top,EGG,10,29.44
Loja 3,Camiseta Mang Long,EGG,5,12.17
Loja 4,Calça Masc,GG,1,12.98
Loja 9,Calça Camuflada,GG,5,75.5
Loja 1,Calça Camuflada,G,10,23.8
Loja 10,Shorts Academia,PP,9,79.43
Loja 2,Baby Look,M,8,36.76
Loja 10,Bermuda,GG,10,29.5
Loja 3,Legging,EGG,8,39.89
Loja 1,Jaqueta,G,3,86.05
Loja 1,Top,M,2,43.55
Loja 5,Camiseta Mang Long,GG,8,43.65
Loja 8,Moletom,PP,5,63.99
Loja 2,Calça Skini,M,7,24.98
Loja 2,Camiseta Mang Long,P,1,49.86
Loja 8,Top,G,8,19.5
Loja 2,Camiseta Mang Long,PP,9,57.24
Loja 4,Regata,PP,3,87.1
Loja 6,Baby Look,EGG,1,91.24
Loja 10,Regata,M,9,68.96
Loja 10,Calça Skini,M,7,47.31
Loja 10,Regata,P,7,85.35
Loja 9,Jaqueta,P,9,75.53
Loja 1,Calça Camuflada,G,1,56.73
Loja 2,Vestido,P,7,32.79
Loja 9,Vestido,EGG,5,11.35
Loja 3,Jaqueta,EGG,2,47.87
Loja 8,Shorts,P,10,75.91
Loja 4,Legging,M,4,19.81
Loja 5,Vestido,M,4,95.67
Loja 1,Regata,PP,1,13.24
Loja 3,Camiseta,GG,2,27.6
Loja 2,Shorts,M,5,50.57
Loja 8,Blusa,PP,2,90.9
Loja 2,Calça Camuflada,M,9,61.59
Loja 10,Regata,M,6,26.24
Loja 3,Legging,M,1,96.65
Loja 10,Jaqueta,PP,8,25.94
Loja 8,Shorts Academia,G,10,67.31
Loja 4,Vestido,M,4,62.7
Loja 1,Shorts Academia,EGG,2,33.42
Loja 5,Blusa,G,1,78.95
Loja 4,Camiseta Mang Long,EGG,10,97.38
Loja 1,Jaqueta,G,8,82.41
Loja 3,Blusa,GG,7,11.74
Loja 3,Blazer,EGG,3,20.49
Loja 2,Bermuda,P,7,30.06
Loja 1,Pijama,EGG,7,19.65
Loja 4,Legging,EGG,6,34.81
Loja 1,Calça Skini,GG,4,27.73
Loja 9,Pijama,P,9,17.08
Loja 4,Regata,EGG,3,75.45
Loja 9,Camiseta,EGG,7,19.62
Loja 9,Calça Skini,EGG,4,46.06
Loja 9,Calça Masc,G,9,45.37
Loja 2,Top,G,8,53.67
Loja 4,Blusa,M,8,86.38
Loja 3,Vestido,G,10,18.62
Loja 8,Legging,GG,10,27.27
Loja 9,Moletom,EGG,6,73.55
Loja 5,Macacão,EGG,6,38.88
Loja 5,Pijama,G,9,55.92
Loja 10,Baby Look,M,7,37.94
Loja 5,Top,P,3,22.2
Loja 5,Pijama,G,10,74.16
Loja 9,Camiseta,EGG,4,45.69
Loja 7,Regata,G,9,68.86
Loja 10,Moletom,M,4,35.56
Loja 2,Calça Skini,GG,3,56.1
Loja 7,Shorts Academia,GG,8,99.08
Loja 7,Calça Camuflada,P,2,78.58
Loja 2,Calça Camuflada,GG,1,89.9
Loja 1,Top,G,3,94.42
Loja 8,Vestido,GG,7,28.46
Loja 5,Calça Masc,G,1,32.25
Loja 4,Pijama,PP,9,72.03
Loja 8,Bermuda,G,2,56.61
Loja 1,Moletom,M,8,27.73
Loja 4,Shorts,M,4,60.87
Loja 9,Baby Look,M,8,62.64
Loja 3,Pijama,PP,9,59.86
Loja 4,Blazer,G,7,60.41
Loja 8,Legging,PP,1,85.79
Loja 1,Baby Look,G,5,67.36
Loja 8,Moletom,P,7,75.48
Loja 7,Jaqueta,EGG,9,75.35
Loja 3,Jaqueta,M,2,98.12
Loja 4,Blazer,G,3,88.05
Loja 3,Moletom,GG,10,93.97
Loja 3,Bermuda,G,6,85.56
Loja 7,Regata,G,3,27.99
Loja 6,Calça Fem,GG,4,61.69
Loja 7,Moletom,G,5,17.77
Loja 10,Bermuda,M,5,62.64
Loja 8,Moletom,G,9,89.43
Loja 5,Shorts,EGG,8,97.87
Loja 8,Macacão,EGG,3,73.58
Loja 1,Jaqueta,M,6,14.41
Loja 10,Pijama,PP,1,74.63
Loja 1,Blusa,M,6,29.99
Loja 2,Camiseta Mang Long,P,10,77.36
Loja 6,Blazer,GG,8,96.06
Loja 10,Calça Fem,GG,2,45.97
Loja 2,Camiseta,P,3,94.27
Loja 7,Bermuda,PP,5,34.55
Loja 1,Camiseta Mang Long,M,1,93.44
Loja 10,Camiseta Mang Long,G,9,78.93
Loja 7,Camiseta,GG,8,94.76
Loja 1,Blusa,M,4,22.23
Loja 7,Macacão,PP,4,19.11
Loja 8,Legging,M,4,37.23
Loja 8,Camiseta,PP,3,21.92
Loja 9,Macacão,G,2,55.71
Loja 6,Top,M,2,14.79
Loja 5,Jaqueta,P,3,14.72
Loja 10,Bermuda,M,5,59.64
Loja 4,Camiseta Mang Long,EGG,8,35.59
Loja 6,Blazer,GG,5,67.58
Loja 9,Calça Fem,PP,8,68.23
Loja 4,Top,GG,8,18.82
Loja 8,Calça Fem,P,10,14.17
Loja 1,Shorts,G,1,70.74
Loja 5,Camiseta,PP,10,34.28
Loja 7,Shorts,M,5,37.29
Loja 8,Baby Look,M,5,76.18
Loja 6,Moletom,G,1,13.85
Loja 4,Moletom,PP,6,33.99
Loja 4,Calça Skini,G,3,48.71
Loja 10,Calça Masc,PP,3,14.23
Loja 1,Legging,PP,8,68.25
Loja 1,Blusa,M,2,81.21
Loja 4,Calça Fem,GG,7,76.42
Loja 5,Baby Look,PP,7,52.02
Loja 2,Jaqueta,PP,3,94.77
Loja 10,Calça Fem,EGG,10,12.36
Loja 8,Bermuda,P,8,56.83
Loja 4,Camiseta Mang Long,P,6,85.62
Loja 10,Baby Look,PP,1,65.3
Loja 5,Camiseta Mang Long,GG,9,40.9
Loja 1,Legging,GG,8,66.38
Loja 4,Top,G,10,38.91
Loja 3,Pijama,EGG,5,57.49
Loja 3,Moletom,PP,9,57.4
Loja 8,Baby Look,EGG,5,39.82
Loja 1,Calça Masc,P,9,25.5
Loja 7,Pijama,PP,7,78.57
Loja 1,Calça Fem,M,2,96.93
Loja 1,Shorts,GG,9,41.16
Loja 3,Camiseta Mang Long,EGG,2,57.79
Loja 3,Jaqueta,EGG,3,84.73
Loja 5,Blusa,M,8,63.66
Loja 2,Calça Masc,EGG,5,14.78
Loja 2,Pijama,GG,8,39.21
Loja 1,Jaqueta,EGG,10,52.22
Loja 7,Calça Skini,M,8,81.38
Loja 3,Pijama,M,3,99.49
Loja 1,Calça Masc,PP,3,27.45
Loja 10,Top,PP,10,69.62
Loja 3,Pijama,G,7,91.13
Loja 6,Shorts Academia,P,7,58.51
Loja 3,Camiseta,G,2,88.88
Loja 5,Shorts,PP,8,32.76
Loja 10,Top,M,1,61.34
Loja 6,Macacão,GG,4,31.78
Loja 9,Camiseta,PP,1,67.02
Loja 3,Baby Look,PP,6,83.01
Loja 10,Pijama,M,6,75.96
Loja 6,Blazer,PP,4,92.19
Loja 8,Camiseta,G,7,70.23
Loja 8,Regata,P,3,66.9
Loja 5,Regata,M,7,12.61
Loja 8,Camiseta,G,2,67.5
Loja 6,Baby Look,GG,4,93.07
Loja 1,Legging,EGG,3,68.07
Loja 9,Shorts,G,7,69.13
Loja 2,Top,EGG,8,41.76
Loja 3,Jaqueta,EGG,4,91.98
Loja 6,Camiseta,P,8,81.3
Loja 2,Moletom,EGG,5,56.22
Loja 10,Vestido,PP,7,46.27
Loja 4,Bermuda,PP,2,98.37
Loja 2,Shorts,PP,3,71.43
Loja 9,Regata,G,10,66.82
Loja 9,Pijama,EGG,4,58.93
Loja 5,Calça Skini,G,4,63.46
Loja 3,Shorts Academia,M,10,43.17
Loja 5,Calça Fem,M,2,99.28
Loja 7,Pijama,G,1,22.27
Loja 6,Moletom,PP,4,28.0
Loja 3,Jaqueta,GG,10,22.11
Loja 3,Legging,P,2,69.96
Loja 6,Calça Camuflada,PP,5,13.38
Loja 6,Camiseta,G,5,25.67
Loja 5,Pijama,EGG,3,53.89
Loja 8,Calça Masc,GG,1,17.86
Loja 6,Blazer,M,9,90.65
Loja 7,Regata,P,6,52.83
Loja 4,Bermuda,M,10,86.76
Loja 4,Blazer,P,3,13.47
Loja 3,Shorts,G,10,69.25
Loja 2,Camiseta Mang Long,P,3,14.48
Loja 7,Calça Skini,M,7,67.33
Loja 6,Moletom,EGG,6,31.21
Loja 2,Camiseta,GG,8,92.74
Loja 7,Camiseta Mang Long,P,10,73.41
Loja 3,Pijama,EGG,3,77.27
Loja 4,Calça Skini,GG,10,28.53
Loja 6,Shorts,P,5,55.97
Loja 9,Blazer,EGG,4,27.03
Loja 1,Regata,GG,5,75.46
Loja 5,Moletom,M,1,26.93
Loja 10,Calça Skini,P,6,43.17
Loja 3,Baby Look,PP,5,77.51
Loja 3,Bermuda,P,4,88.57
Loja 1,Calça Masc,PP,10,95.73
Loja 4,Blusa,M,10,18.0
Loja 9,Calça Fem,P,6,68.11
Loja 5,Jaqueta,P,1,20.14
Loja 7,Regata,P,10,49.3
Loja 5,Top,EGG,9,29.64
Loja 8,Macacão,P,2,82.62
Loja 8,Blazer,M,9,88.6
Loja 2,Camiseta Mang Long,P,6,39.16
Loja 9,Jaqueta,M,8,12.7
Loja 2,Pijama,EGG,3,43.26
Loja 2,Baby Look,G,4,51.96
Loja 2,Vestido,M,9,90.02
Loja 6,Calça Skini,M,10,36.79
Loja 10,Top,M,3,97.95
Loja 6,Calça Skini,PP,6,55.11
Loja 1,Bermuda,PP,8,43.62
Loja 3,Top,GG,8,48.2
Loja 5,Baby Look,G,2,24.97
Loja 10,Jaqueta,PP,2,37.53
Loja 4,Baby Look,P,3,52.8
Loja 2,Jaqueta,M,1,94.21
Loja 5,Top,G,5,35.7
Loja 1,Camiseta,EGG,10,38.1
Loja 2,Macacão,EGG,2,42.43
Loja 3,Camiseta,PP,9,76.51
Loja 7,Shorts,P,5,44.28
Loja 6,Moletom,G,8,96.6
Loja 7,Top,PP,8,13.3
Loja 2,Bermuda,G,6,56.39
Loja 6,Baby Look,M,7,11.37
Loja 4,Bermuda,EGG,7,65.72
Loja 10,Top,PP,3,23.18
Loja 3,Blazer,M,8,39.83
Loja 8,Calça Fem,EGG,7,76.65
Loja 2,Camiseta,M,1,70.75
Loja 6,Moletom,P,8,93.61
Loja 2,Moletom,G,2,60.12
Loja 3,Calça Camuflada,PP,8,38.46
Loja 10,Camiseta Mang Long,M,3,43.46
Loja 4,Shorts Academia,M,6,74.44
Loja 4,Calça Camuflada,P,6,92.86
Loja 8,Pijama,P,10,96.1
Loja 1,Camiseta Mang Long,PP,5,40.78
Loja 5,Bermuda,EGG,8,19.06
Loja 2,Top,EGG,6,27.54
Loja 7,Shorts Academia,EGG,7,40.97
Loja 5,Calça Masc,GG,4,95.42
Loja 10,Calça Camuflada,P,10,12.96
Loja 4,Shorts,GG,8,14.46
Loja 3,Blazer,M,7,89.93
Loja 1,Vestido,EGG,4,19.6
Loja 8,Pijama,PP,3,54.14
Loja 9,Shorts,M,2,93.52
Loja 5,Blusa,PP,9,76.37
Loja 5,Vestido,EGG,2,77.83
Loja 6,Top,G,3,27.49
Loja 2,Calça Skini,P,3,17.75
Loja 5,Blusa,P,6,48.33
Loja 8,Pijama,PP,6,36.35
Loja 4,Calça Fem,PP,2,79.47
Loja 6,Calça Fem,P,4,54.18
Loja 4,Camiseta Mang Long,EGG,10,87.22
Loja 8,Camiseta,G,5,42.48
Loja 10,Blazer,EGG,6,20.07
Loja 6,Vestido,EGG,9,24.79
Loja 8,Top,G,2,85.43
Loja 9,Jaqueta,G,3,91.98
Loja 2,Moletom,GG,8,29.48
Loja 8,Bermuda,P,4,47.1
Loja 3,Blusa,PP,3,96.17
Loja 6,Bermuda,M,4,72.49
Loja 10,Regata,P,1,15.27
Loja 7,Jaqueta,EGG,8,10.08
Loja 6,Pijama,GG,10,55.17
Loja 2,Shorts,P,5,35.3
Loja 2,Calça Camuflada,G,8,39.5
Loja 5,Moletom,PP,6,98.23
Loja 5,Baby Look,EGG,9,76.26
Loja 3,Calça Camuflada,GG,3,95.9
Loja 1,Calça Skini,P,10,32.54
Loja 8,Pijama,PP,4,61.89
Loja 10,Moletom,P,3,40.67
Loja 3,Blusa,GG,5,21.64
Loja 8,Legging,P,2,85.55
Loja 2,Calça Masc,M,6,17.37
Loja 10,Calça Camuflada,GG,10,21.43
Loja 8,Moletom,EGG,1,57.34
Loja 1,Shorts Academia,G,9,75.18
Loja 2,Calça Fem,P,9,51.61
Loja 6,Shorts,GG,8,31.01
Loja 10,Jaqueta,G,1,80.65
Loja 2,Shorts Academia,GG,8,14.21
Loja 7,Macacão,PP,1,19.82
Loja 8,Macacão,P,2,15.35
Loja 9,Calça Camuflada,G,3,83.83
Loja 1,Camiseta Mang Long,PP,1,25.42
Loja 6,Camiseta Mang Long,M,4,78.84
Loja 7,Blusa,PP,8,61.46
Loja 6,Bermuda,P,7,66.14
Loja 8,Jaqueta,G,7,33.55
Loja 3,Jaqueta,P,3,69.22
Loja 2,Macacão,G,2,56.09
Loja 5,Vestido,M,3,74.01
Loja 1,Calça Masc,GG,1,30.32
Loja 8,Regata,PP,8,97.54
Loja 1,Shorts Academia,GG,9,14.53
Loja 4,Macacão,GG,2,63.65
Loja 7,Calça Camuflada,M,10,95.66
Loja 3,Regata,G,8,85.3
Loja 9,Jaqueta,PP,9,42.17
Loja 1,Regata,GG,3,64.9
Loja 1,Jaqueta,PP,5,32.94
Loja 2,Legging,G,6,46.56
Loja 3,Legging,GG,10,19.11
Loja 2,Pijama,GG,3,76.39
Loja 2,Shorts Academia,G,10,14.67
Loja 2,Regata,P,7,58.04
Loja 1,Calça Skini,PP,2,52.5
Loja 3,Jaqueta,EGG,1,81.09
Loja 4,Top,M,7,42.24
Loja 1,Calça Masc,PP,3,50.63
Loja 4,Camiseta,EGG,10,84.62
Loja 1,Camiseta,G,6,29.45
Loja 6,Shorts Academia,PP,6,37.25
Loja 8,Pijama,GG,1,11.69
Loja 5,Moletom,EGG,5,32.85
Loja 6,Blusa,M,3,51.52
Loja 9,Macacão,PP,6,91.64
Loja 3,Regata,G,6,64.87
Loja 9,Calça Skini,PP,5,87.48
Loja 7,Shorts,PP,4,48.86
Loja 1,Jaqueta,GG,5,57.68
Loja 2,Pijama,P,3,30.47
Loja 8,Moletom,PP,1,39.93
Loja 8,Calça Skini,PP,4,82.75
Loja 9,Legging,EGG,8,94.17
Loja 6,Moletom,PP,1,28.52
Loja 2,Legging,PP,6,26.29
Loja 9,Top,P,7,25.05
Loja 1,Pijama,PP,8,72.02
Loja 1,Bermuda,M,3,51.12
Loja 10,Bermuda,PP,9,47.78
Loja 4,Blazer,GG,8,44.44
Loja 7,Calça Skini,G,7,11.61
Loja 4,Blazer,PP,4,38.52
Loja 10,Legging,M,10,57.15
Loja 1,Moletom,P,1,10.88
Loja 2,Vestido,EGG,1,49.13
Loja 5,Regata,GG,2,13.53
Loja 6,Bermuda,GG,4,28.25
Loja 3,Shorts,M,3,61.98
Loja 1,Regata,PP,7,33.8
Loja 10,Bermuda,P,1,37.08
Loja 4,Bermuda,P,2,23.9
Loja 1,Calça Masc,M,8,21.28
Loja 1,Shorts,EGG,6,89.6
Loja 2,Calça Fem,GG,6,22.13
Loja 2,Blazer,EGG,1,33.36
Loja 5,Shorts Academia,G,1,73.42
Loja 6,Jaqueta,M,10,85.44
Loja 8,Camiseta,P,7,45.7
Loja 6,Camiseta Mang Long,P,2,31.52
Loja 8,Shorts,G,3,29.99
Loja 1,Camiseta Mang Long,PP,9,47.84
Loja 2,Blusa,PP,7,59.05
Loja 2,Baby Look,PP,7,35.33
Loja 3,Bermuda,P,7,44.85
Loja 5,Calça Fem,PP,6,75.9
Loja 5,Baby Look,PP,5,26.34
Loja 2,Regata,PP,1,63.38
Loja 10,Camiseta,M,7,53.33
Loja 1,Macacão,EGG,6,97.64
Loja 7,Calça Fem,G,4,27.71
Loja 3,Calça Skini,P,10,53.21
Loja 10,Vestido,M,6,95.53
Loja 8,Jaqueta,G,9,36.43
Loja 9,Bermuda,PP,7,53.25
Loja 5,Legging,P,10,60.33
Loja 4,Camiseta,EGG,1,73.41
Loja 4,Pijama,P,7,87.82
Loja 5,Blazer,PP,10,80.18
Loja 2,Pijama,G,1,30.57
Loja 10,Calça Fem,P,2,81.97
Loja 1,Calça Skini,GG,2,57.33
Loja 8,Baby Look,EGG,6,16.62
Loja 4,Macacão,GG,7,51.7
Loja 1,Blazer,GG,6,84.19
Loja 6,Top,G,4,96.77
Loja 3,Blusa,EGG,9,46.14
Loja 9,Camiseta,M,6,78.35
Loja 9,Calça Skini,M,3,25.47
Loja 6,Top,GG,8,58.7
Loja 4,Shorts,PP,2,92.28
Loja 9,Shorts,M,8,59.7
Loja 4,Macacão,EGG,1,71.82
Loja 10,Macacão,G,4,91.2
Loja 2,Blazer,EGG,4,57.58
Loja 3,Blusa,M,10,26.19
Loja 6,Blazer,G,2,98.4
Loja 10,Regata,P,10,74.06
Loja 10,Macacão,M,5,51.84
Loja 1,Shorts,GG,1,61.67
Loja 2,Vestido,GG,5,46.83
Loja 6,Vestido,G,6,67.0
Loja 7,Calça Masc,PP,1,25.26
Loja 8,Blusa,M,4,46.07
Loja 1,Vestido,GG,8,37.72
Loja 6,Camiseta,GG,2,40.44
Loja 5,Bermuda,PP,7,90.12
Loja 2,Shorts Academia,GG,2,64.69
Loja 5,Calça Camuflada,PP,10,37.5
Loja 9,Camiseta Mang Long,G,6,67.84
Loja 10,Vestido,PP,6,12.56
Loja 7,Shorts Academia,M,1,34.8
Loja 5,Pijama,PP,4,32.77
Loja 9,Calça Skini,GG,1,62.14
Loja 9,Calça Masc,P,1,75.52
Loja 3,Top,M,8,49.35
Loja 1,Calça Camuflada,M,3,30.81
Loja 6,Camiseta,EGG,4,51.89
Loja 7,Calça Camuflada,PP,5,79.36
Loja 4,Shorts,P,6,12.94
Loja 3,Calça Camuflada,PP,1,51.88
Loja 10,Shorts Academia,EGG,8,42.42
Loja 9,Regata,EGG,2,20.04
Loja 6,Shorts Academia,P,3,29.49
Loja 9,Bermuda,P,9,73.23
Loja 6,Shorts Academia,M,5,91.83
Loja 4,Calça Camuflada,G,10,88.15
Loja 8,Calça Masc,EGG,6,37.76
Loja 2,Baby Look,EGG,3,79.34
Loja 10,Calça Camuflada,P,10,58.36
Loja 4,Moletom,EGG,6,51.86
Loja 10,Calça Skini,EGG,8,66.21
Loja 3,Baby Look,G,3,85.4
Loja 6,Calça Skini,G,5,11.36
Loja 9,Vestido,GG,2,77.27
Loja 10,Legging,M,2,15.38
Loja 5,Shorts,M,10,12.31
Loja 3,Calça Skini,PP,1,42.86
Loja 7,Calça Masc,EGG,5,12.67
Loja 2,Regata,M,9,78.58
Loja 2,Legging,PP,8,59.47
Loja 2,Blusa,P,4,15.3
Loja 9,Pijama,PP,3,15.1
Loja 1,Shorts Academia,G,9,96.19
Loja 7,Vestido,EGG,6,65.61
Loja 8,Baby Look,M,10,15.16
Loja 3,Camiseta Mang Long,PP,1,24.83
Loja 2,Baby Look,P,4,85.19
Loja 5,Bermuda,PP,8,34.39
Loja 5,Camiseta,M,9,43.55
Loja 1,Bermuda,M,5,28.76
Loja 6,Blusa,GG,6,63.42
Loja 10,Legging,PP,8,86.16
Loja 2,Blusa,P,10,18.74
Loja 3,Blusa,EGG,5,73.02
Loja 10,Baby Look,M,3,24.9
Loja 1,Camiseta,P,6,98.97
Loja 8,Calça Masc,EGG,3,29.44
Loja 4,Jaqueta,GG,5,39.11
Loja 2,Baby Look,EGG,9,21.05
Loja 6,Pijama,GG,10,12.97
Loja 2,Blusa,G,9,70.27
Loja 3,Bermuda,P,3,84.72
Loja 5,Baby Look,GG,6,34.93
Loja 9,Pijama,P,2,58.08
Loja 8,Camiseta Mang Long,M,10,83.92
Loja 7,Bermuda,GG,3,36.35
Loja 2,Camiseta,GG,8,36.38
Loja 5,Legging,G,10,60.85
Loja 4,Baby Look,M,7,24.7
Loja 7,Pijama,EGG,1,76.87
Loja 5,Top,EGG,10,43.7
Loja 2,Calça Camuflada,GG,1,72.73
Loja 1,Macacão,PP,4,73.44
Loja 1,Pijama,M,4,70.1
Loja 5,Moletom,P,3,49.82
Loja 3,Blusa,EGG,3,20.46
Loja 10,Camiseta,M,3,72.14
Loja 2,Macacão,PP,5,40.97
Loja 5,Camiseta Mang Long,EGG,10,89.3
Loja 7,Baby Look,P,10,95.23
Loja 6,Calça Skini,GG,6,93.75
Loja 6,Calça Skini,PP,9,77.19
Loja 2,Calça Camuflada,PP,3,15.58
Loja 2,Calça Fem,GG,9,99.65
Loja 2,Moletom,GG,2,71.62
Loja 9,Legging,P,3,60.87
Loja 3,Shorts,PP,9,24.52
Loja 3,Shorts,G,9,81.47
Loja 3,Calça Fem,PP,7,35.09
Loja 7,Baby Look,G,1,39.7
Loja 9,Calça Camuflada,P,1,67.34
Loja 10,Macacão,M,9,96.0
Loja 3,Vestido,GG,4,21.68
Loja 8,Shorts,PP,6,93.49
Loja 1,Macacão,GG,8,32.37
Loja 9,Legging,GG,4,20.75
Loja 5,Macacão,M,10,16.56
Loja 10,Pijama,M,2,11.33
Loja 7,Pijama,EGG,2,27.25
Loja 3,Shorts,P,10,78.83
Loja 1,Camiseta,PP,10,69.96
Loja 7,Calça Camuflada,EGG,2,67.63
Loja 3,Pijama,M,6,98.57
Loja 7,Vestido,EGG,6,84.21
Loja 5,Shorts,PP,8,15.21
Loja 8,Pijama,P,6,24.47
Loja 4,Blazer,G,5,28.71
Loja 9,Calça Camuflada,P,1,75.54
Loja 7,Calça Skini,M,6,75.79
Loja 10,Camiseta Mang Long,EGG,3,37.02
Loja 1,Top,P,1,77.83
Loja 10,Pijama,G,4,54.15
Loja 2,Blazer,PP,7,41.7
Loja 1,Calça Camuflada,EGG,5,13.83
Loja 3,Baby Look,GG,10,72.14
Loja 3,Blusa,EGG,5,55.52
Loja 2,Baby Look,EGG,2,31.96
Loja 8,Calça Masc,G,4,45.54
Loja 9,Top,M,9,36.33
Loja 1,Moletom,PP,5,87.26
Loja 6,Baby Look,GG,1,57.63
Loja 10,Calça Skini,PP,5,52.82
Loja 4,Legging,EGG,8,96.15
Loja 4,Jaqueta,P,4,58.91
Loja 5,Moletom,PP,7,79.87
Loja 6,Blusa,GG,5,18.17
Loja 7,Macacão,M,6,31.95
Loja 2,Moletom,EGG,10,58.52
Loja 4,Baby Look,G,3,88.92
Loja 5,Shorts Academia,M,9,61.24
Loja 3,Moletom,P,6,96.1
Loja 5,Pijama,P,2,54.25
Loja 9,Calça Fem,M,4,89.04
Loja 3,Bermuda,PP,5,93.52
Loja 4,Top,M,8,28.54
Loja 6,Blusa,GG,10,49.14
Loja 5,Calça Camuflada,EGG,10,76.71
Loja 10,Calça Masc,G,1,58.87
Loja 9,Calça Fem,EGG,3,32.95
Loja 4,Baby Look,GG,10,93.85
Loja 4,Calça Fem,GG,3,74.78
Loja 8,Bermuda,EGG,6,99.22
Loja 9,Moletom,P,7,93.18
Loja 7,Blusa,M,7,63.2
Loja 2,Pijama,P,9,38.85
Loja 3,Calça Fem,PP,8,36.13
Loja 2,Camiseta Mang Long,EGG,3,74.89
Loja 9,Legging,M,10,74.43
Loja 9,Baby Look,GG,9,55.18
Loja 1,Legging,GG,6,40.5
Loja 1,Vestido,PP,2,68.06
Loja 7,Pijama,EGG,10,85.88
Loja 4,Top,P,8,44.83
Loja 10,Macacão,G,7,35.18
Loja 3,Baby Look,P,10,94.47
Loja 3,Legging,EGG,3,85.53
Loja 9,Blusa,M,10,38.46
Loja 1,Shorts Academia,GG,8,16.28
Loja 9,Moletom,P,9,49.2
Loja 6,Shorts,M,3,45.76
Loja 5,Top,P,6,50.26
Loja 5,Shorts Academia,GG,3,77.68
Loja 5,Shorts,PP,7,26.11
Loja 7,Calça Skini,P,5,92.09
Loja 6,Moletom,G,1,24.5
Loja 2,Moletom,PP,4,97.36
Loja 2,Calça Fem,M,3,87.82
Loja 9,Shorts Academia,M,6,85.53
Loja 6,Camiseta Mang Long,PP,4,61.53
Loja 9,Bermuda,PP,8,74.81
Loja 5,Shorts Academia,EGG,4,63.89
Loja 4,Macacão,GG,6,80.89
Loja 9,Legging,M,8,21.47
Loja 4,Shorts,P,1,26.65
Loja 7,Calça Fem,EGG,4,22.27
Loja 7,Camiseta Mang Long,M,3,21.09
Loja 5,Vestido,G,3,40.49
Loja 2,Blusa,EGG,3,24.58
Loja 4,Camiseta,GG,5,11.71
Loja 6,Blusa,G,6,52.6
Loja 4,Calça Fem,M,1,32.24
Loja 2,Shorts Academia,EGG,4,30.81
Loja 3,Bermuda,M,10,75.51
Loja 10,Camiseta Mang Long,P,2,88.0
Loja 6,Calça Camuflada,M,6,63.05
Loja 5,Moletom,P,6,45.69
Loja 4,Jaqueta,P,5,24.7
Loja 3,Blazer,G,8,93.62
Loja 6,Bermuda,PP,3,12.19
Loja 3,Camiseta,M,5,15.22
Loja 2,Calça Masc,M,7,36.25
Loja 3,Calça Camuflada,GG,8,34.38
Loja 6,Camiseta Mang Long,M,2,32.09
Loja 2,Top,EGG,3,44.43
Loja 4,Calça Skini,G,1,18.35
Loja 9,Shorts,EGG,8,68.55
Loja 2,Blazer,PP,1,39.44
Loja 9,Top,GG,3,42.29
Loja 10,Macacão,M,6,97.98
Loja 2,Vestido,G,7,41.61
Loja 6,Macacão,EGG,8,76.11
Loja 7,Calça Masc,EGG,6,64.02
Loja 4,Macacão,M,7,71.77
Loja 5,Legging,P,10,25.59
Loja 4,Calça Camuflada,M,4,64.73
Loja 4,Blazer,PP,1,77.77
Loja 6,Bermuda,P,7,30.58
Loja 10,Shorts Academia,P,10,45.69
Loja 1,Top,M,7,95.26
Loja 5,Top,EGG,6,49.47
Loja 8,Calça Camuflada,P,1,51.6
Loja 9,Pijama,M,7,17.42
Loja 2,Regata,GG,3,15.94
Loja 2,Camiseta Mang Long,G,3,44.05
Loja 5,Calça Fem,P,7,97.87
Loja 4,Vestido,GG,3,76.98
Loja 6,Baby Look,G,1,71.33
Loja 6,Calça Camuflada,EGG,2,36.62
Loja 5,Calça Camuflada,PP,1,78.68
Loja 4,Blusa,EGG,1,74.5
Loja 2,Vestido,EGG,2,97.6
Loja 6,Shorts,G,6,85.98
Loja 2,Jaqueta,PP,3,21.79
Loja 1,Bermuda,M,5,52.53
Loja 1,Blusa,PP,3,11.78
Loja 9,Camiseta Mang Long,M,6,53.56
Loja 7,Vestido,P,6,25.31
Loja 7,Calça Skini,M,7,97.51
Loja 7,Legging,EGG,6,44.25
Loja 2,Camiseta,M,8,38.83
Loja 2,Blusa,GG,4,85.9
Loja 1,Camiseta,M,7,52.86
Loja 8,Calça Fem,EGG,3,42.74
Loja 10,Calça Masc,GG,9,66.18
Loja 2,Pijama,EGG,3,10.53
Loja 7,Shorts Academia,G,5,57.43
Loja 10,Macacão,M,7,53.39
Loja 3,Regata,PP,6,28.2
Loja 1,Calça Camuflada,PP,5,22.29
Loja 8,Baby Look,PP,7,29.95
Loja 2,Shorts,M,5,50.24
Loja 4,Vestido,EGG,6,45.63
Loja 4,Top,GG,1,97.22
Loja 7,Shorts,G,1,99.58
Loja 2,Bermuda,GG,5,58.17
